unit_slug,content_version,stage,question_order,question_text,option_1,option_2,option_3,option_4,correct_option,explanation,weight,skill_code,review_status,review_note
grade2-classification,v1,leaf,4,"1모둠은 버스와 기차이고 2모둠은 자전거와 킥보드입니다. 제시된 특징으로 알맞게 설명한 것은?","1모둠은 바퀴가 없고 2모둠은 바퀴가 있습니다.","1모둠은 많은 사람이 함께 타고 2모둠은 주로 한 사람이 탑니다.","1모둠은 물에서 다니고 2모둠은 하늘에서 다닙니다.","1모둠은 동물이고 2모둠은 식물입니다.",2,"버스와 기차는 많은 사람이 함께 타고 자전거와 킥보드는 주로 한 사람이 탑니다.",1,infer-rule-from-groups,reviewed,"보기의 기준을 명시하여 생활 상식 해석 제한"
grade2-classification,v1,leaf,5,"빨간 블록은 5개, 파란 블록은 3개로 색깔에 따라 분류했습니다. 분류 결과로 알 수 있는 것은?","블록의 무게","블록의 재료","빨간 블록이 파란 블록보다 2개 많습니다.","블록을 만든 사람",3,"빨간 블록 5개와 파란 블록 3개를 비교하면 빨간 블록이 2개 더 많습니다.",1,explain-classification-reasoning,reviewed,"표·그래프 없이 분류 결과 수량만 해석"
grade2-classification,v1,leaf,6,"동물 카드를 '다리가 2개/다리가 4개'로 나누려고 합니다. 이 기준으로 분류할 때 먼저 확인할 특징은?","사는 곳","먹이","몸의 색깔","다리 수",4,"주어진 기준이 다리 수이므로 각 동물의 다리가 몇 개인지 확인해야 합니다.",1,explain-classification-reasoning,reviewed,"기준과 관찰 특징의 직접 연결 확인"
grade2-classification,v1,leaf,7,"1모둠은 장미와 해바라기이고 2모둠은 소나무와 전나무입니다. 제시된 특징으로 알맞은 기준은?","꽃이 피는 식물과 솔방울이 열리는 나무","키가 1m보다 큰 것과 작은 것","잎이 정확히 10장인 것과 아닌 것","실내에만 사는 것과 실외에만 사는 것",1,"장미와 해바라기는 꽃이 피고 소나무와 전나무는 솔방울이 열리는 나무입니다.",1,infer-rule-from-groups,reviewed,"제시된 식물 특징만 사용"
grade2-classification,v1,leaf,8,"숫자 카드 12, 7, 20, 9를 '두 자리 수/한 자리 수'로 분류했습니다. 두 자리 수 모둠은?","7, 9","12, 20","12, 9","7, 20",2,"12와 20은 두 자리 수이고 7과 9는 한 자리 수입니다.",1,classify-by-given-rule,reviewed,"수의 자릿수 기준 단일성 확인"
grade2-classification,v1,leaf,9,"빨간 세모, 파란 세모, 빨간 네모, 파란 네모가 있습니다. 모양별 개수를 알고 싶을 때 알맞은 분류 기준은?","물건의 이름","색깔","모양","크기",3,"모양별 개수를 알려면 세모와 네모처럼 모양을 기준으로 분류해야 합니다.",1,compare-classification-rules,reviewed,"질문의 목적을 명시하여 색깔 기준 배제"
grade2-classification,v1,leaf,10,"옷을 '윗옷/아랫옷'으로 정리했습니다. 이 분류 기준과 가장 잘 연결되는 목적은?","색깔별 수 알아보기","가격 비교하기","크기 재기","입는 위치에 따라 찾기 쉽게 하기",4,"윗옷과 아랫옷은 입는 위치에 따라 옷을 찾기 쉽게 나눈 것입니다.",1,explain-classification-reasoning,reviewed,"분류 기준과 목적의 연결 검토"
grade2-classification,v1,tree,1,"1모둠은 14, 18, 22이고 2모둠은 13, 17, 21입니다. 사용한 기준은?","짝수와 홀수","20보다 큰 수와 작은 수","십의 자리 숫자","3의 배수와 아닌 수",1,"1모둠의 수는 모두 짝수이고 2모둠의 수는 모두 홀수입니다.",1,infer-rule-from-groups,reviewed,"모든 수를 대조하여 다른 기준 배제"
grade2-classification,v1,tree,2,"'바퀴가 2개인 탈것' 모둠에 자전거, 오토바이, 버스가 들어 있습니다. 잘못 분류된 것은?","자전거","버스","오토바이","잘못된 것이 없습니다.",2,"버스는 바퀴가 2개가 아니므로 이 모둠에 들어갈 수 없습니다.",1,find-misclassified-item,reviewed,"기준 위반 항목 하나만 존재"
grade2-classification,v1,tree,3,"전체 카드는 사과, 배, 당근, 오이입니다. '과일' 모둠에 사과만 들어 있습니다. 빠진 것은?","당근","오이","배","빠진 것이 없습니다.",3,"배는 과일이므로 과일 모둠에 빠져 있습니다.",1,find-missing-classified-item,reviewed,"전체 집합과 그룹을 명시"
grade2-classification,v1,tree,4,"빨간 세모, 빨간 네모, 파란 세모, 파란 네모 중 '빨간색이면서 세모인 것'은?","빨간 네모","파란 세모","파란 네모","빨간 세모",4,"빨간 세모만 빨간색과 세모라는 두 조건을 모두 만족합니다.",1,classify-by-two-properties,reviewed,"AND 두 조건을 문장에 명시"
grade2-classification,v1,tree,5,"'10보다 크고 짝수인 수' 모둠에 들어갈 것은?","14","9","11","15",1,"14는 10보다 크면서 짝수인 두 조건을 모두 만족합니다.",1,classify-by-two-properties,reviewed,"AND 두 조건을 문장에 명시"
grade2-classification,v1,tree,6,"'네모 모양인 학용품' 모둠에 책, 공책, 축구공이 들어 있습니다. 잘못 분류된 것은?","책","축구공","공책","잘못된 것이 없습니다.",2,"축구공은 학용품도 아니고 네모 모양도 아니므로 잘못 분류되었습니다.",1,find-misclassified-item,reviewed,"두 조건 위반 항목 하나만 존재"
grade2-classification,v1,tree,7,"전체 동물은 참새, 독수리, 토끼, 거북입니다. '날개가 있는 동물' 모둠에 참새만 있습니다. 빠진 동물은?","토끼","거북","독수리","빠진 동물이 없습니다.",3,"독수리는 날개가 있으므로 날개가 있는 동물 모둠에 빠져 있습니다.",1,find-missing-classified-item,reviewed,"전체 집합과 그룹을 명시"
grade2-classification,v1,tree,8,"노란 큰 공, 노란 작은 공, 파란 큰 공, 파란 작은 공 중 '파란색이면서 큰 것'은?","노란 큰 공","노란 작은 공","파란 작은 공","파란 큰 공",4,"파란 큰 공만 파란색과 큰 것이라는 두 조건을 모두 만족합니다.",1,classify-by-two-properties,reviewed,"AND 두 조건을 문장에 명시"
grade2-classification,v1,tree,9,"1모둠은 숟가락, 젓가락, 포크이고 2모둠은 연필, 지우개, 자입니다. 사용한 기준은?","식사 도구와 학용품","금속과 나무","긴 것과 짧은 것","빨간 것과 파란 것",1,"1모둠은 식사할 때 쓰는 도구이고 2모둠은 공부할 때 쓰는 학용품입니다.",1,infer-rule-from-groups,reviewed,"용도 기준을 명시하여 재료·크기 해석 배제"
grade2-classification,v1,tree,10,"'20보다 작고 홀수인 수' 모둠에 7, 13, 18이 들어 있습니다. 잘못 분류된 수는?","7","18","13","잘못된 수가 없습니다.",2,"18은 20보다 작지만 짝수이므로 두 조건을 모두 만족하지 않습니다.",1,find-misclassified-item,reviewed,"AND 조건 위반 항목 하나만 존재"
grade2-classification,v1,crown,1,"민지는 빨간 세모, 빨간 네모, 파란 세모를 '세모/네모'로 나누었습니다. 세모 모둠에 들어갈 항목을 모두 고른 것은?","빨간 세모와 파란 세모","빨간 세모와 빨간 네모","빨간 네모와 파란 세모","빨간 세모만",1,"색깔과 관계없이 모양이 세모인 빨간 세모와 파란 세모가 함께 들어갑니다.",1,explain-classification-reasoning,reviewed,"모양 기준을 명시하여 색깔 기준 배제"
grade2-classification,v1,crown,2,"교실 물건을 '글씨를 쓰는 데 쓰는 것/그 밖의 것'으로 나눕니다. 첫 모둠에 연필, 색연필, 지우개가 있습니다. 옮겨야 할 것은?","연필","색연필","책상","지우개",4,"지우개는 쓴 글씨를 지우는 물건이므로 글씨를 쓰는 물건 모둠에서 옮겨야 합니다.",1,find-misclassified-item,reviewed,"용도를 좁게 명시하여 복수 해석 차단"
grade2-classification,v1,crown,3,"숫자 카드 6, 12, 15, 21을 두 모둠으로 나누었습니다. 1모둠은 6, 12이고 2모둠은 15, 21입니다. 제시된 기준 중 알맞은 것은?","15보다 작은 수와 15 이상인 수","짝수와 홀수","한 자리 수와 두 자리 수","10보다 큰 수와 작은 수",2,"6과 12는 짝수이고 15와 21은 홀수이므로 짝수와 홀수 기준이 모든 카드에 맞습니다.",1,infer-rule-from-groups,reviewed,"모든 항목에 맞는 보기 하나만 구성"
grade2-classification,v1,crown,4,"빨간 큰 단추, 빨간 작은 단추, 파란 큰 단추, 파란 작은 단추가 있습니다. '큰 단추가 몇 개인지' 알려면 가장 알맞은 첫 분류 기준은?","색깔","구멍 수","크기","재료",3,"큰 단추의 수를 알려면 크기를 기준으로 큰 것과 작은 것을 먼저 나누는 것이 알맞습니다.",1,compare-classification-rules,reviewed,"목적을 명시하여 다른 기준 배제"
grade2-classification,v1,crown,5,"전체 카드는 빨간 세모, 빨간 네모, 파란 세모, 파란 네모입니다. '빨간색인 것' 모둠에는 빨간 세모만 있습니다. 분류를 완성하려면?","파란 네모를 더 넣습니다.","파란 세모를 더 넣습니다.","빨간 네모를 더 넣습니다.","아무것도 더 넣지 않습니다.",3,"빨간 네모도 빨간색이므로 빨간색 모둠에 더 넣어야 합니다.",1,find-missing-classified-item,reviewed,"전체 집합과 그룹을 명시"
grade2-classification,v1,crown,6,"'짝수이면서 20보다 큰 수'를 골랐습니다. 선택과 이유가 모두 알맞은 것은?","18, 짝수이기 때문입니다.","21, 20보다 크기 때문입니다.","25, 홀수이기 때문입니다.","24, 짝수이고 20보다 크기 때문입니다.",4,"24는 짝수이면서 20보다 크므로 두 조건과 이유를 모두 만족합니다.",1,explain-classification-reasoning,reviewed,"선택과 설명의 동시 정확성 검토"
grade2-classification,v1,crown,7,"1모둠은 빨간 사과, 빨간 자동차, 빨간 모자이고 2모둠은 파란 공, 파란 연필, 파란 컵입니다. 사용한 기준과 관계없는 특징은?","먹을 수 있는지","물건의 색깔","빨간색과 파란색","같은 색끼리 묶기",1,"두 모둠은 색깔로 나누었으므로 먹을 수 있는지는 사용한 기준과 관계없습니다.",1,explain-classification-reasoning,reviewed,"분류 기준과 무관한 특징 하나만 존재"
grade2-classification,v1,crown,8,"동물 카드가 오리, 참새, 고양이, 토끼입니다. '날개가 있음/날개가 없음'으로 나눈 결과로 알맞은 것은?","날개 있음: 오리, 고양이 / 날개 없음: 참새, 토끼","날개 있음: 오리, 참새 / 날개 없음: 고양이, 토끼","날개 있음: 고양이, 토끼 / 날개 없음: 오리, 참새","날개 있음: 참새, 토끼 / 날개 없음: 오리, 고양이",2,"오리와 참새는 날개가 있고 고양이와 토끼는 날개가 없습니다.",1,classify-by-given-rule,reviewed,"그룹 membership 전체를 명시"
grade2-classification,v1,crown,9,"빨간 큰 상자, 빨간 작은 상자, 파란 큰 상자, 파란 작은 상자 중 '빨간색이거나 큰 것'에 해당하지 않는 것은?","빨간 큰 상자","빨간 작은 상자","파란 작은 상자","파란 큰 상자",3,"파란 작은 상자는 빨간색도 아니고 큰 것도 아니므로 두 조건 중 어느 것도 만족하지 않습니다.",1,classify-by-two-properties,reviewed,"OR 조건과 부정 조건을 명시"
grade2-classification,v1,crown,10,"학급 물건을 찾기 쉽게 정리하려고 합니다. 가장 알맞은 분류와 이유는?","모든 물건을 한 상자에 넣으면 가장 빨리 찾습니다.","색깔만 보고 연필과 공책을 섞으면 쓰임을 알기 쉽습니다.","크기가 비슷하면 쓰임과 관계없이 함께 둡니다.","연필류, 공책류처럼 쓰임이 같은 것끼리 두면 필요한 물건을 찾기 쉽습니다.",4,"학급 물건은 쓰임이 같은 것끼리 나누면 필요한 물건을 빠르게 찾을 수 있습니다.",1,explain-classification-reasoning,reviewed,"기준과 정리 목적의 연결 검토"
