unit_slug,content_version,stage,question_order,question_text,option_1,option_2,option_3,option_4,correct_option,explanation,weight,skill_code,review_status,review_note
grade2-multiplication-meaning,v1,tree,1,"한 줄에 별이 4개씩 5줄 있습니다. 식과 설명이 알맞게 짝지어진 것은?","4×5, 4씩 5묶음","5×4, 4씩 5묶음","4×4, 4씩 5묶음","4+5, 4씩 5묶음",1,"한 줄의 4개가 5줄 있으므로 4씩 5묶음이고 식은 4×5입니다.",1,represent-equal-groups-as-multiplication,reviewed,"배열 식과 말 일치 검토"
grade2-multiplication-meaning,v1,tree,2,"사탕이 모두 18개이고 한 봉지에 6개씩 담았습니다. 봉지는 몇 개입니까?","2개","3개","6개","12개",2,"6개씩 3봉지는 6+6+6=18이므로 봉지는 3개입니다.",1,infer-missing-group-value,reviewed,"묶음 수 역추론 검토"
grade2-multiplication-meaning,v1,tree,3,"연필이 모두 20자루이고 4묶음에 똑같이 들어 있습니다. 한 묶음에는 몇 자루입니까?","4자루","16자루","5자루","24자루",3,"5자루씩 4묶음은 5+5+5+5=20이므로 한 묶음에는 5자루입니다.",1,infer-missing-group-value,reviewed,"한 묶음 수 역추론 검토"
grade2-multiplication-meaning,v1,tree,4,"3×4에 맞는 반복 덧셈은?","4+4+4","3+4+3+4","3+3+3","3+3+3+3",4,"3×4는 한 묶음의 수 3을 묶음 수 4번 더한 3+3+3+3입니다.",1,connect-repeated-addition-to-multiplication,reviewed,"항 개수 오류 변별 검토"
grade2-multiplication-meaning,v1,tree,5,"다음 중 2×5로 나타낼 수 있는 상황은?","꽃병 5개에 꽃이 2송이씩 있음","꽃병 2개에 꽃이 5송이씩 있음","꽃 2송이와 꽃병 5개를 한곳에 둠","꽃병마다 꽃의 수가 다름",1,"꽃 2송이가 한 묶음이고 꽃병이 5개이므로 2씩 5묶음인 2×5입니다.",1,model-multiplication-situation,reviewed,"같은 총수 방향 구분 검토"
grade2-multiplication-meaning,v1,tree,6,"민수는 4씩 3묶음을 3×4라고 썼습니다. 잘못된 까닭은?","곱셈은 사용할 수 없어서","한 묶음의 수 4와 묶음 수 3의 순서를 바꾸어 썼기 때문에","전체 수가 7이기 때문에","묶음마다 수가 다르기 때문에",2,"이 단원에서는 한 묶음의 수를 앞에 쓰므로 4씩 3묶음은 4×3입니다.",1,correct-multiplication-reasoning,reviewed,"방향 오류 교정 검토"
grade2-multiplication-meaning,v1,tree,7,"2+2+2+2+2를 2×4라고 쓴 설명에서 잘못된 부분은?","한 묶음의 수가 2인 것","같은 수를 더한 것","묶음 수를 4로 센 것","곱셈을 사용한 것",3,"2가 다섯 번 더해졌으므로 묶음 수는 5이고 알맞은 식은 2×5입니다.",1,correct-multiplication-reasoning,reviewed,"반복 횟수 오류 검토"
grade2-multiplication-meaning,v1,tree,8,"쟁반마다 쿠키가 4개씩 있습니다. 4×□=4+4+4에서 □에 알맞은 수는?","1","2","4","3",4,"오른쪽에서 4가 세 번 더해졌으므로 묶음 수를 나타내는 □는 3입니다.",1,infer-missing-group-value,reviewed,"식 안의 묶음 수 추론 검토"
grade2-multiplication-meaning,v1,tree,9,"2씩 6묶음과 같은 전체 수를 만들지만 묶는 방법이 다른 것은?","3씩 4묶음","2씩 5묶음","4씩 2묶음","6씩 1묶음",1,"2씩 6묶음은 12이고 3씩 4묶음도 12이지만 한 묶음의 수와 묶음 수가 다릅니다.",1,correct-multiplication-reasoning,reviewed,"같은 총수 다른 묶음 비교 검토"
grade2-multiplication-meaning,v1,tree,10,"컵이 15개이고 한 줄에 3개씩 놓습니다. 알맞은 곱셈식은?","5×3","3×5","3×15","15×3",2,"3개씩 놓은 줄이 5줄이므로 한 묶음의 수 × 묶음 수는 3×5입니다.",1,infer-missing-group-value,reviewed,"전체에서 묶음 수와 식 추론 검토"
grade2-multiplication-meaning,v1,crown,1,"4×3을 나타내는 상황과 이유가 모두 알맞은 것은?","한 줄에 4개씩 3줄이며 4를 3번 더하기 때문입니다.","한 줄에 3개씩 4줄이며 앞 수가 줄 수이기 때문입니다.","4개와 3개를 한곳에 두며 두 수를 더하기 때문입니다.","줄마다 개수가 다르지만 전체가 12이기 때문입니다.",1,"4×3은 한 묶음에 4개씩 3묶음이고 반복 덧셈은 4+4+4입니다.",1,model-multiplication-situation,reviewed,"상황과 이유 결합 검토"
grade2-multiplication-meaning,v1,crown,2,"상자 4개에 공이 3개씩 있습니다. 4×3이라고 쓴 학생의 생각을 바르게 고친 것은?","상자 수 4를 앞에 쓰므로 맞습니다.","한 상자의 공 3을 앞에 써서 3×4로 고칩니다.","전체 수 12를 앞에 써서 12×1로 고칩니다.","곱셈으로 나타낼 수 없습니다.",2,"한 묶음인 상자 하나의 공 3개를 앞에, 상자 수 4를 뒤에 써서 3×4입니다.",1,correct-multiplication-reasoning,reviewed,"상황의 방향 오류 교정 검토"
grade2-multiplication-meaning,v1,crown,3,"한 봉지에 구슬이 5개씩 있습니다. 구슬 20개를 모두 담으려면 식의 □는 얼마입니까? 5×□","2","5","4","15",3,"5개씩 4봉지는 5+5+5+5=20이므로 □는 4입니다.",1,infer-missing-group-value,reviewed,"조건 결합 역추론 검토"
grade2-multiplication-meaning,v1,crown,4,"다음 중 3×4와 전체 수는 같지만 묶음의 뜻은 다른 설명은?","3씩 4묶음","3을 네 번 더함","한 묶음 3개가 4묶음","4씩 3묶음",4,"4씩 3묶음도 전체는 12이지만 한 묶음의 수와 묶음 수가 3×4와 서로 다릅니다.",1,interpret-multiplication-expression,reviewed,"교환 상황의 의미 차이 검토"
grade2-multiplication-meaning,v1,crown,5,"한 줄에 2개씩 6줄 놓인 단추를 3개씩 다시 묶었습니다. 알맞은 설명은?","처음은 2×6이고 다시 묶으면 3×4이며 전체는 모두 12개입니다.","처음과 다시 묶은 식은 모두 2×6입니다.","다시 묶으면 6×3이고 전체는 18개입니다.","묶는 방법이 달라지면 전체 수도 달라집니다.",1,"처음 2씩 6묶음과 다시 만든 3씩 4묶음은 묶는 방법은 달라도 전체가 12개로 같습니다.",1,correct-multiplication-reasoning,reviewed,"재묶기와 전체 불변 검토"
grade2-multiplication-meaning,v1,crown,6,"7×3을 설명한 것 중 잘못된 것은?","7씩 3묶음","3씩 7묶음","7+7+7","한 묶음의 수는 7이고 묶음 수는 3입니다.",2,"3씩 7묶음은 3×7의 뜻입니다. 7×3은 7씩 3묶음입니다.",1,correct-multiplication-reasoning,reviewed,"식 의미 불일치 검토"
grade2-multiplication-meaning,v1,crown,7,"접시마다 빵이 같은 수씩 있고 접시는 4개입니다. 빵이 모두 24개라면 한 접시의 빵 수와 식은?","4개, 4×6","24개, 24×4","6개, 6×4","6개, 4×6",3,"24개를 4접시에 똑같이 놓으면 한 접시에 6개씩이고 식은 6×4입니다.",1,infer-missing-group-value,reviewed,"한 묶음 값과 방향 동시 추론 검토"
grade2-multiplication-meaning,v1,crown,8,"'2×5는 2와 5를 더한 7이다'라는 설명을 바르게 고친 것은?","2에서 5를 뺍니다.","2와 5를 이어 25로 씁니다.","5를 두 번만 더합니다.","2를 다섯 번 더한 2+2+2+2+2로 생각합니다.",4,"2×5는 2씩 5묶음이므로 2를 다섯 번 더한 식으로 뜻을 설명합니다.",1,correct-multiplication-reasoning,reviewed,"덧셈 오개념 교정 검토"
grade2-multiplication-meaning,v1,crown,9,"한 칸에 별이 4개씩 있는 칸이 3개, 한 칸에 별이 2개씩 있는 칸이 6개입니다. 알맞은 설명은?","두 식은 한 묶음의 수와 묶음 수도 모두 같습니다.","4×3만 곱셈이고 2×6은 곱셈이 아닙니다.","4×3과 2×6은 묶는 방법은 다르지만 전체는 같습니다.","전체는 각각 7개와 8개입니다.",3,"4씩 3묶음과 2씩 6묶음은 모두 12개이지만 묶음의 모양은 다릅니다.",1,correct-multiplication-reasoning,reviewed,"두 표현 비교 reasoning 검토"
grade2-multiplication-meaning,v1,crown,10,"3+3+3+3과 어떤 상황을 연결한 설명이 가장 알맞습니까?","4개씩 3묶음이므로 4×3입니다.","전체 12개이므로 묶음 없이 12×12입니다.","3개와 4개를 더하므로 3+4입니다.","3개씩 4묶음이므로 3×4입니다.",4,"3이 네 번 더해졌으므로 3씩 4묶음이고 곱셈식은 3×4입니다.",1,connect-repeated-addition-to-multiplication,reviewed,"반복 덧셈 종합 연결 검토"
