unit_slug,content_version,stage,question_order,question_text,option_1,option_2,option_3,option_4,correct_option,explanation,weight,skill_code,review_status,review_note
grade2-multiplication-tables,v1,leaf,9,3×9의 값은 얼마입니까?,24,30,27,12,3,3을 9번 더한 값은 27이므로 3×9=27입니다.,1,multiply-by-3,reviewed,3단 직접 계산
grade2-multiplication-tables,v1,leaf,10,상자마다 스티커가 4장씩 있고 상자가 9개입니다. 스티커는 모두 몇 장입니까?,13장,32장,40장,36장,4,한 상자의 4장이 한 묶음이고 상자가 9개이므로 4×9=36장입니다.,1,model-multiplication-situation,reviewed,4단 생활 적용
grade2-multiplication-tables,v1,tree,1,6×7의 값은 얼마입니까?,42,36,48,13,1,6씩 7묶음은 42이므로 6×7=42입니다.,1,multiply-by-6,reviewed,6단 직접 계산
grade2-multiplication-tables,v1,tree,2,7×8을 바르게 계산한 것은?,49,56,64,15,2,7씩 8묶음은 56이므로 7×8=56입니다.,1,multiply-by-7,reviewed,7단 직접 계산
grade2-multiplication-tables,v1,tree,3,8×9의 계산 결과는?,64,81,72,17,3,8씩 9묶음은 72이므로 8×9=72입니다.,1,multiply-by-8,reviewed,8단 직접 계산
grade2-multiplication-tables,v1,tree,4,9×6의 값은 얼마입니까?,45,63,15,54,4,9를 6번 더한 값은 54이므로 9×6=54입니다.,1,multiply-by-9,reviewed,9단 직접 계산
grade2-multiplication-tables,v1,tree,5,6×□=48에서 □에 알맞은 수는?,8,7,9,6,1,6×8=48이므로 빈칸에는 8이 들어갑니다.,1,infer-missing-multiplication-factor,reviewed,6단 빈칸
grade2-multiplication-tables,v1,tree,6,7×6과 8×5의 크기를 바르게 비교한 것은?,7×6<8×5,7×6>8×5,7×6=8×5,42<40,2,7×6=42이고 8×5=40이므로 7×6이 더 큽니다.,1,compare-multiplication-products,reviewed,7단 8단 비교
grade2-multiplication-tables,v1,tree,7,8×6과 같은 결과를 만드는 식은?,7×6,8×5,6×8,9×6,3,8×6=48이고 6×8=48이므로 두 식의 결과가 같습니다.,1,reason-about-multiplication-facts,reviewed,같은 결과 추론
grade2-multiplication-tables,v1,tree,8,9×4=36에서 묶음 수가 하나 늘면 곱은 어떻게 됩니까?,4만큼 커져 40,9만큼 작아져 27,4만큼 작아져 32,9만큼 커져 45,4,9단에서 묶음 수가 하나 늘면 곱은 9만큼 커져 9×5=45가 됩니다.,1,identify-multiplication-table-pattern,reviewed,9단 규칙
grade2-multiplication-tables,v1,tree,9,다음 곱셈식 중 결과가 가장 큰 것은?,7×9,8×7,6×9,9×6,1,7×9=63이고 나머지는 56 또는 54이므로 7×9의 결과가 가장 큽니다.,1,compare-multiplication-products,reviewed,여러 식 비교
grade2-multiplication-tables,v1,tree,10,9×□=72에서 □에 알맞은 수는?,7,8,9,6,2,9×8=72이므로 빈칸에는 8이 들어갑니다.,1,infer-missing-multiplication-factor,reviewed,9단 역추론
grade2-multiplication-tables,v1,crown,1,6×8=46이라고 계산했습니다. 바르게 고친 것은?,6×8=48,6×8=42,6×8=54,6×8=14,1,6씩 8묶음은 48이므로 46이 아니라 6×8=48입니다.,1,reason-about-multiplication-facts,reviewed,잘못된 계산 교정
grade2-multiplication-tables,v1,crown,2,봉지마다 구슬이 7개씩 있고 봉지가 6개입니다. 구슬 수를 구한 식과 설명이 알맞은 것은?,6×7=42이고 봉지 수를 앞에 씁니다.,7×6=42이고 한 봉지의 수를 앞에 씁니다.,7+6=13이고 두 수를 더합니다.,7×5=35이고 봉지 하나를 뺍니다.,2,한 봉지의 7개가 한 묶음이고 봉지가 6개이므로 7×6=42입니다.,1,model-multiplication-situation,reviewed,7단 조건 결합 상황
grade2-multiplication-tables,v1,crown,3,9×4와 같은 결과를 만드는 곱셈식은?,8×4,7×5,6×6,5×6,3,9×4=36이고 6×6=36이므로 두 식의 결과가 같습니다.,1,reason-about-multiplication-facts,reviewed,같은 결과 다른 식
grade2-multiplication-tables,v1,crown,4,8×7의 결과와 설명이 모두 알맞은 것은?,48이며 8×6보다 8만큼 작습니다.,54이며 8과 7을 더했습니다.,64이며 8×8과 같습니다.,56이며 8×6보다 8만큼 큽니다.,4,8×7=56이고 8×6=48이므로 묶음 수가 하나 늘어 8만큼 큽니다.,1,identify-multiplication-table-pattern,reviewed,8단 규칙 설명
grade2-multiplication-tables,v1,crown,5,접시 5개에 쿠키가 9개씩 있습니다. 5×9라고 쓴 생각을 바르게 고친 것은?,한 묶음의 수 9를 앞에 써서 9×5=45입니다.,접시 수 5를 앞에 썼으므로 그대로 맞습니다.,두 수를 더해 5+9=14입니다.,전체 수를 앞에 써서 45×1입니다.,1,한 접시의 쿠키 9개가 한 묶음이고 접시가 5개이므로 9×5=45로 씁니다.,1,correct-multiplication-reasoning,reviewed,상황 방향 오류 교정
grade2-multiplication-tables,v1,crown,6,7단에서 묶음 수가 하나씩 늘어날 때의 규칙은?,곱이 1씩 커집니다.,곱이 7씩 커집니다.,곱이 7씩 작아집니다.,곱이 항상 같습니다.,2,7씩 묶인 묶음이 하나 늘 때마다 7이 더해지므로 곱은 7씩 커집니다.,1,identify-multiplication-table-pattern,reviewed,7단 규칙 설명
grade2-multiplication-tables,v1,crown,7,다음 중 잘못 계산한 식은?,6×9=54,7×7=49,8×7=54,9×8=72,3,8×7은 56이므로 8×7=54가 잘못된 계산입니다.,1,reason-about-multiplication-facts,reviewed,오류 분석
grade2-multiplication-tables,v1,crown,8,결과가 50보다 크고 9단인 식은?,9×5=45,8×7=56,6×8=48,9×6=54,4,9×6=54는 9단이면서 결과가 50보다 큽니다.,1,reason-about-multiplication-facts,reviewed,조건 결합
grade2-multiplication-tables,v1,crown,9,□×8=64에서 □에 알맞은 수와 까닭은?,7이며 7×8=56이기 때문입니다.,9이며 9×8=72이기 때문입니다.,8이며 8×8=64이기 때문입니다.,6이며 6×8=48이기 때문입니다.,3,8×8=64이므로 빈칸에 알맞은 수는 8입니다.,1,infer-missing-multiplication-factor,reviewed,8단 역추론
grade2-multiplication-tables,v1,crown,10,6×8과 8×6을 바르게 설명한 것은?,두 식은 뜻과 결과가 모두 다릅니다.,두 식은 뜻이 같고 결과만 다릅니다.,6×8만 올바른 곱셈식입니다.,한 묶음의 수와 묶음 수는 다르지만 결과는 모두 48입니다.,4,6×8은 6씩 8묶음이고 8×6은 8씩 6묶음이어서 뜻은 다르지만 결과는 모두 48입니다.,1,reason-about-multiplication-facts,reviewed,같은 결과와 방향 추론
