unit_slug,content_version,stage,question_order,question_text,option_1,option_2,option_3,option_4,correct_option,explanation,weight,skill_code,review_status,review_note
grade2-measuring-length,v1,crown,1,"수아는 자의 3cm 눈금부터 11cm 눈금까지 놓인 막대의 길이를 11cm라고 했습니다. 바른 설명은?","시작 눈금 3cm를 더해 14cm입니다.","끝 눈금만 읽었으므로 11cm가 맞습니다.","11cm에서 3cm를 빼야 하므로 8cm입니다.","눈금 수와 관계없이 3cm입니다.",3,"0cm에서 시작하지 않았으므로 끝 눈금 11cm에서 시작 눈금 3cm를 빼야 합니다. 막대의 길이는 8cm입니다.",1,correct-measurement-reasoning,reviewed,"길이 측정 정확성 및 아이 관점 교차검토 완료"
grade2-measuring-length,v1,crown,2,"책의 길이를 잴 때 자를 책의 옆에 비스듬히 놓았습니다. 올바르게 재는 방법은?","자를 책과 멀리 떨어뜨립니다.","자의 뒷면만 사용합니다.","책을 접어서 잽니다.","자를 책의 가장자리와 나란히 곧게 놓습니다.",4,"길이를 정확히 재려면 자를 물체의 가장자리와 나란히 곧게 놓아야 합니다.",1,correct-measurement-reasoning,reviewed,"길이 측정 정확성 및 아이 관점 교차검토 완료"
grade2-measuring-length,v1,crown,3,"자의 긴 눈금에 0, 2, 4가 차례로 적혀 있습니다. 같은 간격으로 다음 긴 눈금이 나타내는 길이는?","6cm","5cm","8cm","4cm",1,"긴 눈금의 수가 2씩 커지므로 4 다음 긴 눈금은 6cm입니다.",1,read-ruler-scale,reviewed,"길이 측정 정확성 및 아이 관점 교차검토 완료"
grade2-measuring-length,v1,crown,4,"가 막대는 4cm부터 15cm까지, 나 막대는 0cm부터 12cm까지 놓였습니다. 바르게 비교한 것은?","가 막대가 1cm 더 깁니다.","나 막대가 1cm 더 깁니다.","두 막대의 길이가 같습니다.","가 막대가 4cm 더 깁니다.",2,"가 막대는 11cm이고 나 막대는 12cm이므로 나 막대가 1cm 더 깁니다.",1,correct-measurement-reasoning,reviewed,"길이 측정 정확성 및 아이 관점 교차검토 완료"
grade2-measuring-length,v1,crown,5,"막대의 시작 눈금은 2cm이고 길이는 12cm입니다. 끝 눈금은?","10cm","12cm","14cm","24cm",3,"시작 눈금 2cm에서 12cm만큼 이어지므로 끝 눈금은 14cm입니다.",1,infer-length-from-measurement,reviewed,"길이 측정 정확성 및 아이 관점 교차검토 완료"
grade2-measuring-length,v1,crown,6,"끈의 끝 눈금은 18cm이고 길이는 11cm입니다. 시작 눈금은?","29cm","18cm","11cm","7cm",4,"끝 눈금 18cm에서 길이 11cm를 빼면 시작 눈금은 7cm입니다.",1,infer-length-from-measurement,reviewed,"길이 측정 정확성 및 아이 관점 교차검토 완료"
grade2-measuring-length,v1,crown,7,"어떤 막대의 길이는 9cm보다 길고 13cm보다 짧은 홀수입니다. 막대의 길이는?","11cm","10cm","12cm","13cm",1,"9cm보다 크고 13cm보다 작은 수 중 홀수는 11이므로 막대의 길이는 11cm입니다.",1,infer-length-from-measurement,reviewed,"길이 측정 정확성 및 아이 관점 교차검토 완료"
grade2-measuring-length,v1,crown,8,"자를 사용해 물체의 길이를 재는 방법으로 옳은 것은?","물체를 자와 비스듬하게 놓습니다.","물체의 한쪽 끝을 기준 눈금에 맞추고 자와 나란히 놓습니다.","끝 눈금 숫자는 보지 않습니다.","물체를 구부려 자에 맞춥니다.",2,"물체를 자와 나란히 놓고 한쪽 끝을 기준 눈금에 맞춘 뒤 다른 끝의 눈금을 읽어야 합니다.",1,correct-measurement-reasoning,reviewed,"길이 측정 정확성 및 아이 관점 교차검토 완료"
grade2-measuring-length,v1,crown,9,"민준이는 2cm 눈금부터 10cm 눈금까지 놓인 막대의 길이를 10cm라고 했습니다. 바른 결과는?","12cm","10cm","8cm","2cm",3,"끝 눈금 10cm에서 시작 눈금 2cm를 빼면 막대의 길이는 8cm입니다.",1,correct-measurement-reasoning,reviewed,"길이 측정 정확성 및 아이 관점 교차검토 완료"
grade2-measuring-length,v1,crown,10,"가 막대는 4cm부터 13cm까지 놓였습니다. 나 막대는 가 막대보다 2cm 더 길고 5cm 눈금에서 시작합니다. 나 막대의 끝 눈금은?","11cm","14cm","15cm","16cm",4,"가 막대는 9cm이고 나 막대는 11cm입니다. 나 막대가 5cm 눈금에서 시작하므로 끝 눈금은 16cm입니다.",1,infer-length-from-measurement,reviewed,"길이 측정 정확성 및 아이 관점 교차검토 완료"
